customer_id,region,plan_tier,tenure_months,price_sensitivity_flag
C000098,urban_east,standard,19,False
C000099,metro_north,premium,39,False
C000100,metro_north,basic,8,False
C000101,metro_north,premium,50,False
C000102,urban_west,basic,21,True
C000103,metro_south,basic,24,True
C000104,urban_east,basic,11,False
C000105,rural_north,standard,35,False
C000106,metro_south,basic,19,False
C000107,urban_east,premium,47,False
C000108,suburb_east,standard,17,False
C000109,metro_south,standard,31,True
C000110,metro_north,standard,31,False
C000111,metro_south,premium,49,False
C000112,metro_north,standard,34,False
C000113,rural_south,standard,36,False
C000114,suburb_east,standard,19,False
C000115,urban_west,standard,27,True
C000116,rural_north,standard,35,False
C000117,suburb_east,basic,15,False
C000118,metro_north,standard,39,True
C000119,rural_north,basic,18,False
C000120,urban_east,basic,1,True
C000121,suburb_east,standard,38,False
C000122,rural_north,premium,46,False
C000123,metro_south,premium,26,False
C000124,metro_north,standard,27,True
C000125,metro_south,standard,17,False
C000126,urban_east,basic,24,True
C000127,suburb_east,standard,29,True
C000128,rural_north,basic,9,False
C000129,metro_north,basic,25,True
C000130,urban_east,standard,34,True
C000131,urban_east,basic,15,False
C000132,metro_south,basic,6,True
C000133,metro_north,standard,21,False
C000134,metro_south,basic,10,False
C000135,rural_south,basic,24,True
C000136,metro_south,basic,2,True
C000137,urban_east,basic,17,False
C000138,suburb_east,basic,15,False
C000139,metro_south,standard,40,False
C000140,rural_south,basic,20,False
C000141,rural_south,standard,35,False
C000142,metro_south,basic,13,True
C000143,urban_east,standard,17,True
C000144,metro_south,standard,26,False
C000145,metro_south,standard,37,False
C000146,metro_north,standard,37,False
C000147,urban_west,premium,42,False
C000148,urban_east,basic,10,False
C000149,metro_north,standard,19,False
C000150,metro_south,premium,46,False
C000151,rural_north,basic,19,True
C000152,metro_south,basic,31,True
C000153,metro_north,basic,19,False
C000154,urban_east,standard,36,True
C000155,rural_south,basic,10,True
C000156,metro_south,basic,18,False
C000157,urban_west,standard,31,False
C000158,suburb_east,standard,28,False
C000159,metro_south,basic,17,False
C000160,suburb_east,basic,19,False
C000161,metro_south,standard,34,True
C000162,urban_west,premium,62,False
C000163,urban_west,standard,7,True
C000164,urban_east,standard,41,False
C000165,metro_north,basic,2,True
C000166,suburb_east,basic,20,False
C000167,metro_south,standard,53,False
C000168,metro_north,standard,29,True
C000169,metro_north,standard,31,False
C000170,urban_west,standard,26,True
C000171,urban_west,premium,56,False
C000172,metro_north,basic,21,True
C000173,urban_east,basic,11,False
C000174,metro_south,basic,16,False
C000175,urban_west,basic,7,True
C000176,metro_north,basic,16,False
C000177,urban_west,premium,42,False
C000178,urban_east,basic,19,False
C000179,rural_south,basic,11,False
C000180,metro_north,basic,16,False
C000181,metro_south,premium,48,False
C000182,metro_north,standard,30,True
C000183,rural_south,premium,51,False
C000184,rural_north,premium,45,False
C000185,metro_south,standard,22,False
C000186,urban_west,basic,18,False
C000187,suburb_east,basic,16,True
C000188,urban_west,basic,27,False
C000189,urban_east,standard,41,False
C000190,metro_south,basic,5,True
C000191,metro_north,basic,23,True
C000192,rural_north,standard,38,False
C000193,rural_north,standard,16,False
C000194,urban_west,standard,35,False
C000195,metro_south,basic,26,True
C000196,metro_south,standard,20,False
C000197,suburb_east,standard,27,False
C000198,rural_north,basic,19,False
C000199,rural_north,standard,35,False
C000200,suburb_east,premium,36,False
C000201,urban_west,basic,28,False
C000202,metro_north,basic,1,True
C000203,metro_north,standard,43,False
C000204,rural_north,basic,22,False
C000205,urban_west,premium,40,False
C000206,metro_north,basic,25,False
C000207,metro_north,standard,19,False
C000208,urban_west,standard,31,False
C000209,metro_north,standard,32,True
C000210,metro_north,basic,20,False
C000211,urban_west,basic,10,False
C000212,urban_west,basic,13,False
C000213,urban_west,basic,19,False
C000214,metro_south,basic,11,True
C000215,suburb_east,standard,32,False
C000216,metro_south,basic,12,True
C000217,metro_south,standard,40,False
C000218,suburb_east,basic,32,True
C000219,urban_west,standard,27,False
C000220,rural_north,premium,59,True
C000221,urban_west,basic,16,True
C000222,urban_west,premium,36,False
C000223,metro_north,standard,25,False
C000224,metro_south,standard,30,False
C000225,metro_south,standard,12,True
C000226,metro_south,basic,23,False
C000227,rural_south,basic,18,True
C000228,urban_east,basic,27,False
C000229,rural_north,standard,36,False
C000230,urban_west,premium,49,True
C000231,suburb_east,standard,26,False
C000232,urban_east,basic,31,False
C000233,urban_west,standard,51,False
C000234,urban_east,standard,26,False
C000235,metro_north,basic,27,True
C000236,suburb_east,basic,11,True
C000237,metro_south,basic,12,False
C000238,metro_north,premium,43,False
C000239,urban_west,standard,36,False
C000240,metro_north,basic,8,False
C000241,rural_south,basic,31,True
C000242,rural_south,standard,39,False
C000243,rural_north,premium,55,False
C000244,metro_south,standard,27,True
C000245,metro_north,standard,38,True
C000246,rural_south,basic,1,True
C000247,urban_east,standard,34,False
C000248,rural_south,basic,19,True
C000249,rural_south,standard,11,False
C000250,rural_north,basic,21,True
C000251,metro_south,standard,35,False
C000252,urban_east,basic,1,True
C000253,rural_north,standard,18,False
C000254,metro_south,basic,36,False
C000255,metro_north,basic,16,False
C000256,urban_west,standard,39,False
C000257,rural_south,basic,28,False
C000258,urban_west,premium,52,False
C000259,urban_west,standard,40,True
C000260,metro_north,standard,8,False
C000261,urban_west,standard,27,False
C000262,rural_south,premium,11,False
C000263,metro_north,standard,12,False
C000264,urban_east,premium,41,False
C000265,rural_north,basic,12,False
C000266,suburb_east,basic,18,True
C000267,urban_west,standard,29,False
C000268,suburb_east,basic,19,False
C000269,metro_south,standard,31,False
C000270,metro_south,basic,20,False
C000271,suburb_east,basic,9,False
C000272,suburb_east,standard,22,False
C000273,rural_north,standard,29,False
C000274,rural_north,premium,47,True
C000275,urban_east,standard,19,False
C000276,urban_east,basic,27,True
C000277,suburb_east,basic,24,False
C000278,urban_west,basic,10,False
C000279,suburb_east,standard,27,False
C000280,suburb_east,basic,36,False
C000281,rural_north,basic,19,False
C000282,metro_south,premium,52,False
C000283,metro_south,standard,23,False
C000284,metro_north,basic,15,False
C000285,urban_west,basic,31,False
C000286,metro_north,premium,49,False
C000287,urban_east,premium,47,False
C000288,urban_west,basic,18,True
C000289,metro_south,basic,40,True
C000290,urban_west,standard,30,False
C000291,metro_north,standard,21,True
C000292,metro_north,standard,23,False
C000293,suburb_east,standard,37,False
C000294,metro_south,premium,30,False
C000295,metro_north,basic,22,True
C000296,urban_east,basic,11,True
C000297,suburb_east,standard,11,False
C000298,metro_south,standard,20,True
C000299,urban_west,premium,48,False
C000300,metro_north,basic,30,False
C000301,metro_north,standard,39,True
C000302,urban_east,basic,15,True
C000303,urban_west,standard,39,False
C000304,urban_west,basic,14,False
C000305,suburb_east,standard,15,False
C000306,rural_south,standard,30,True
C000307,urban_east,basic,4,False
C000308,metro_south,basic,25,False
C000309,suburb_east,standard,38,False
C000310,metro_south,standard,21,False
C000311,urban_east,basic,19,True
C000312,metro_north,basic,19,False
C000313,metro_north,basic,25,False
C000314,rural_south,premium,33,False
C000315,suburb_east,basic,23,False
C000316,urban_west,basic,6,False
C000317,urban_east,standard,37,False
C000318,metro_north,standard,40,False
C000319,metro_north,basic,11,True
C000320,metro_south,premium,62,True
C000321,urban_west,standard,14,False
C000322,suburb_east,standard,40,False
C000323,urban_west,basic,30,True
C000324,metro_south,premium,52,False
C000325,rural_south,basic,16,False
C000326,suburb_east,basic,20,False
C000327,urban_west,basic,12,False
C000328,urban_west,standard,56,True
C000329,urban_east,standard,24,True
C000330,metro_south,standard,43,False
C000331,metro_south,basic,11,False
C000332,suburb_east,standard,45,True
C000333,metro_north,standard,50,False
C000334,metro_north,basic,21,False
C000335,metro_north,standard,32,False
C000336,metro_north,basic,9,False
C000337,rural_north,standard,19,True
C000338,suburb_east,basic,20,False
C000339,urban_east,standard,44,False
C000340,metro_north,premium,41,False
C000341,urban_east,premium,74,False
C000342,urban_east,basic,12,True
C000343,metro_north,basic,20,False
C000344,urban_east,basic,20,False
C000345,urban_east,premium,46,False
C000346,urban_west,standard,9,False
C000347,urban_west,basic,12,False
C000348,metro_north,basic,19,False
C000349,metro_south,premium,46,False
C000350,urban_west,standard,36,False
C000351,urban_east,basic,24,False
C000352,rural_north,basic,15,False
C000353,urban_west,basic,9,False
C000354,metro_north,standard,45,True
C000355,metro_north,premium,31,False
C000356,urban_west,premium,40,False
C000357,metro_north,standard,21,False
C000358,urban_west,standard,37,False
C000359,rural_south,basic,29,True
C000360,urban_west,basic,16,False
C000361,urban_east,premium,50,False
C000362,urban_west,basic,21,True
C000363,urban_east,basic,34,True
C000364,urban_west,premium,26,False
C000365,rural_south,basic,24,True
C000366,urban_east,standard,33,False
C000367,rural_south,premium,43,False
C000368,rural_north,standard,33,True
C000369,metro_north,basic,24,True
C000370,metro_north,basic,23,False
C000371,metro_north,basic,37,False
C000372,metro_north,basic,19,True
C000373,metro_north,standard,30,False
C000374,urban_west,basic,16,False
C000375,metro_north,basic,22,False
C000376,metro_south,standard,29,False
C000377,rural_north,standard,30,False
C000378,metro_north,premium,48,False
C000379,suburb_east,basic,16,True
C000380,metro_south,standard,23,False
C000381,metro_north,standard,34,False
C000382,urban_west,basic,15,False
C000383,urban_west,basic,23,True
C000384,rural_north,basic,18,False
C000385,suburb_east,standard,26,False
C000386,suburb_east,basic,32,False
C000387,metro_south,premium,46,False
C000388,metro_north,standard,36,False
C000389,suburb_east,premium,39,False
C000390,suburb_east,basic,1,True
C000391,rural_south,basic,12,False
C000392,urban_east,basic,1,False
C000393,metro_south,basic,15,True
C000394,suburb_east,premium,65,False
C000395,metro_south,basic,9,True
C000396,rural_south,basic,1,True
C000397,rural_north,basic,31,True
C000398,urban_east,basic,13,True
C000399,suburb_east,standard,29,False
C000400,suburb_east,standard,37,True
C000401,metro_north,standard,35,False
C000402,rural_north,basic,24,False
C000403,urban_east,premium,58,True
C000404,suburb_east,standard,12,False
C000405,metro_south,basic,5,True
C000406,rural_north,basic,28,False
C000407,urban_east,premium,38,False
C000408,metro_north,standard,23,False
C000409,rural_north,standard,17,False
C000410,metro_north,basic,14,False
C000411,metro_south,basic,14,True
C000412,rural_south,standard,20,True
C000413,rural_south,standard,19,False
C000414,urban_west,standard,33,False
C000415,urban_west,standard,21,False
C000416,urban_east,basic,12,False
C000417,metro_south,standard,8,True
C000418,metro_south,premium,71,False
C000419,urban_west,premium,59,False
C000420,suburb_east,basic,13,False
C000421,suburb_east,basic,9,False
C000422,suburb_east,standard,30,False
C000423,metro_north,standard,29,False
C000424,urban_east,standard,17,False
C000425,metro_north,premium,17,False
C000426,urban_west,standard,24,True
C000427,urban_east,standard,14,True
C000428,rural_north,basic,19,False
C000429,metro_south,basic,19,True
C000430,metro_north,basic,9,False
C000431,metro_north,premium,41,True
C000432,suburb_east,basic,33,False
C000433,urban_west,standard,37,False
C000434,metro_north,standard,25,True
C000435,metro_north,standard,52,False
C000436,suburb_east,standard,18,False
C000437,metro_north,basic,10,False
C000438,suburb_east,standard,28,True
C000439,suburb_east,basic,4,False
C000440,metro_north,basic,34,False
C000441,metro_north,basic,19,False
C000442,rural_south,basic,10,False
C000443,metro_south,basic,22,False
C000444,metro_south,standard,31,True
C000445,suburb_east,basic,15,False
C000446,rural_south,standard,17,False
C000447,rural_south,basic,5,False
C000448,suburb_east,basic,37,True
C000449,metro_south,standard,16,False
C000450,metro_north,premium,68,False
C000451,suburb_east,premium,37,False
C000452,urban_west,premium,57,False
C000453,urban_east,standard,34,False
C000454,rural_north,standard,36,True
C000455,metro_north,standard,37,False
C000456,urban_east,standard,13,False
C000457,metro_north,basic,11,True
C000458,urban_east,standard,16,True
C000459,metro_north,basic,19,False
C000460,metro_north,basic,6,False
C000461,metro_north,standard,10,False
C000462,urban_west,basic,15,False
C000463,suburb_east,basic,1,False
C000464,urban_west,basic,20,False
C000465,rural_south,premium,32,True
C000466,metro_south,basic,10,True
C000467,metro_south,basic,1,False
C000468,rural_north,premium,67,False
C000469,metro_south,standard,15,False
C000470,rural_south,basic,14,False
C000471,metro_north,basic,1,False
C000472,rural_south,basic,10,True
C000473,metro_north,basic,33,True
C000474,rural_north,basic,20,True
C000475,urban_east,basic,11,True
C000476,rural_south,standard,29,False
C000477,metro_north,standard,24,True
C000478,urban_west,standard,29,False
C000479,rural_south,basic,24,False
C000480,urban_east,basic,15,False
C000481,urban_west,standard,32,True
C000482,urban_west,basic,20,True
C000483,urban_east,premium,44,False
C000484,urban_west,standard,22,False
C000485,urban_west,standard,24,False
C000486,rural_north,basic,24,False
C000487,metro_north,basic,25,True
C000488,metro_south,standard,18,False
C000489,rural_south,standard,27,True
C000490,rural_north,basic,11,False
C000491,urban_east,premium,57,False
C000492,urban_west,basic,13,False
C000493,metro_south,basic,37,False
C000494,metro_north,standard,32,False
C000495,urban_east,standard,41,False
C000496,metro_south,premium,35,False
C000497,urban_west,basic,18,False
C000498,metro_north,basic,23,True
C000499,rural_south,standard,19,False
C000500,rural_south,basic,18,False
C000501,urban_west,basic,27,False
C000502,urban_east,standard,26,False
C000503,metro_south,basic,10,False
C000504,suburb_east,standard,48,True
C000505,urban_west,basic,7,True
C000506,metro_north,standard,31,False
C000507,rural_north,standard,22,False
C000508,suburb_east,basic,9,True
C000509,rural_south,basic,24,True
C000510,suburb_east,basic,16,False
C000511,urban_west,basic,21,False
C000512,urban_east,standard,7,True
C000513,rural_south,premium,54,False
C000514,rural_north,standard,22,False
C000515,metro_north,standard,11,False
C000516,metro_north,basic,34,True
C000517,metro_south,basic,23,True
C000518,suburb_east,premium,50,True
C000519,rural_south,premium,62,False
C000520,metro_north,standard,32,False
C000521,urban_west,basic,10,False
C000522,urban_east,standard,28,False
C000523,rural_south,basic,11,False
C000524,rural_north,standard,24,False
C000525,suburb_east,standard,17,False
C000526,urban_east,basic,9,False
C000527,urban_east,premium,58,False
C000528,metro_south,premium,51,False
C000529,metro_north,premium,41,False
C000530,rural_north,standard,19,False
C000531,suburb_east,basic,14,False
C000532,rural_south,standard,13,True
C000533,rural_south,basic,19,True
C000534,urban_west,basic,26,False
C000535,suburb_east,basic,39,False
C000536,rural_south,standard,18,False
C000537,rural_north,basic,26,False
C000538,metro_south,basic,11,False
C000539,urban_east,basic,7,False
C000540,metro_north,standard,18,False
C000541,rural_south,standard,31,False
C000542,urban_west,basic,9,True
C000543,metro_south,premium,40,False
C000544,urban_west,basic,14,True
C000545,urban_west,standard,22,False
C000546,metro_south,standard,21,False
C000547,metro_north,standard,5,False
C000548,urban_west,basic,18,True
C000549,urban_east,premium,48,False
C000550,suburb_east,premium,38,False
C000551,urban_east,standard,33,True
C000552,rural_north,standard,43,False
C000553,urban_west,basic,18,True
C000554,urban_west,standard,43,False
C000555,rural_north,basic,38,False
C000556,urban_east,standard,55,True
C000557,metro_north,basic,7,False
C000558,metro_north,standard,18,False
C000559,suburb_east,basic,14,True
C000560,urban_west,basic,19,False
C000561,suburb_east,basic,32,False
C000562,metro_south,basic,23,True
C000563,metro_north,standard,17,False
C000564,metro_north,standard,23,True
C000565,metro_south,standard,29,False
C000566,urban_west,standard,15,False
C000567,urban_east,standard,30,False
C000568,urban_east,basic,7,False
C000569,rural_north,basic,3,True
C000570,metro_south,basic,9,False
C000571,urban_east,standard,34,False
C000572,suburb_east,basic,21,False
C000573,urban_east,basic,18,True
C000574,urban_west,standard,39,True
C000575,rural_north,premium,58,False
C000576,rural_south,standard,32,False
C000577,metro_north,standard,30,False
C000578,rural_south,standard,31,True
C000579,urban_east,standard,28,False
C000580,metro_south,standard,8,False
C000581,urban_east,standard,41,False
C000582,rural_south,basic,21,True
C000583,urban_east,basic,7,False
C000584,metro_south,basic,30,True
C000585,urban_west,standard,24,True
C000586,metro_south,premium,46,False
C000587,metro_north,basic,27,False
C000588,metro_north,basic,19,False
C000589,metro_north,premium,64,False
C000590,metro_north,standard,26,False
C000591,metro_north,standard,46,True
C000592,urban_west,premium,38,False
C000593,metro_north,standard,43,False
C000594,metro_south,standard,7,True
C000595,rural_north,basic,8,False
C000596,urban_east,basic,20,True
C000597,urban_west,basic,14,False
C000598,metro_north,standard,29,True
C000599,metro_north,premium,48,False
C000600,metro_north,premium,33,True
C000601,metro_north,premium,34,False
C000602,metro_south,basic,20,True
C000603,metro_north,premium,40,False
C000604,metro_north,standard,43,False
C000605,metro_north,basic,16,True
C000606,urban_east,standard,37,False
C000607,metro_south,basic,21,False
C000608,metro_south,basic,12,False
C000609,urban_east,standard,10,False
C000610,urban_west,standard,41,False
C000611,metro_north,basic,9,False
C000612,suburb_east,standard,25,False
C000613,urban_west,premium,46,False
C000614,metro_north,standard,29,False
C000615,rural_north,basic,26,False
C000616,rural_south,basic,18,False
C000617,metro_north,basic,16,False
C000618,metro_south,premium,60,False
C000619,suburb_east,basic,23,True
C000620,suburb_east,standard,22,True
C000621,metro_north,standard,18,True
C000622,metro_south,premium,38,False
C000623,metro_south,standard,29,False
C000624,urban_east,standard,17,False
C000625,urban_west,basic,18,True
C000626,metro_south,basic,16,True
C000627,urban_east,premium,17,False
C000628,suburb_east,premium,31,False
C000629,metro_north,premium,13,False
C000630,metro_south,premium,43,False
C000631,suburb_east,standard,40,False
C000632,rural_north,standard,11,False
C000633,urban_east,standard,16,False
C000634,urban_east,standard,28,False
C000635,metro_north,basic,8,False
C000636,urban_east,basic,8,True
C000637,urban_east,premium,54,False
C000638,metro_south,basic,13,False
C000639,metro_south,premium,30,False
C000640,metro_south,basic,1,False
C000641,metro_north,basic,37,False
C000642,metro_south,basic,28,False
C000643,metro_south,basic,13,True
C000644,metro_south,basic,18,True
C000645,metro_north,basic,13,True
C000646,rural_north,standard,35,False
C000647,urban_west,basic,10,False
C000648,urban_west,basic,13,True
C000649,suburb_east,basic,22,True
C000650,urban_east,standard,44,False
C000651,metro_north,standard,37,False
C000652,urban_east,standard,42,False
C000653,urban_west,basic,15,False
C000654,suburb_east,basic,12,False
C000655,urban_east,standard,10,True
C000656,metro_north,standard,30,False
C000657,metro_south,basic,21,False
C000658,metro_south,standard,26,False
C000659,urban_west,basic,11,False
C000660,urban_west,basic,29,False
C000661,metro_south,standard,36,True
C000662,rural_south,standard,43,False
C000663,urban_west,basic,9,True
C000664,metro_south,basic,11,False
C000665,metro_north,premium,62,False
C000666,metro_north,standard,29,False
C000667,metro_south,premium,41,False
C000668,metro_north,standard,25,True
C000669,metro_north,standard,29,True
C000670,metro_south,basic,27,True
C000671,metro_north,basic,16,False
C000672,rural_north,basic,25,False
C000673,metro_north,standard,34,True
C000674,urban_east,basic,10,False
C000675,urban_east,standard,21,False
C000676,rural_south,basic,13,True
C000677,metro_north,basic,5,False
C000678,urban_east,basic,13,False
C000679,rural_south,basic,31,True
C000680,rural_north,basic,17,False
C000681,suburb_east,basic,11,True
C000682,metro_south,basic,35,False
C000683,metro_north,standard,20,True
C000684,urban_west,standard,20,False
C000685,rural_south,basic,29,True
C000686,urban_west,standard,36,False
C000687,urban_west,standard,28,False
C000688,metro_south,basic,25,False
C000689,suburb_east,standard,33,False
C000690,metro_north,standard,18,False
C000691,metro_south,basic,1,False
C000692,urban_east,premium,41,False
C000693,urban_east,standard,40,True
C000694,metro_south,premium,42,True
C000695,metro_north,standard,34,False
C000696,urban_west,basic,19,False
C000697,metro_south,basic,2,False
C000698,urban_west,standard,25,False
C000699,metro_north,premium,52,False
C000700,urban_east,standard,22,True
C000701,urban_east,premium,43,False
C000702,metro_north,basic,21,False
C000703,metro_south,basic,18,False
C000704,metro_north,premium,60,False
C000705,metro_north,standard,33,True
C000706,rural_south,premium,36,False
C000707,metro_south,standard,25,False
C000708,suburb_east,basic,18,True
C000709,metro_south,standard,43,False
C000710,urban_west,premium,42,False
C000711,suburb_east,standard,12,False
C000712,urban_west,basic,21,True
C000713,urban_east,basic,11,True
C000714,urban_east,standard,17,False
C000715,metro_south,basic,18,True
C000716,rural_south,standard,39,True
C000717,suburb_east,basic,12,True
C000718,rural_south,basic,22,False
C000719,metro_north,standard,36,True
C000720,suburb_east,standard,37,True
C000721,rural_south,standard,22,False
C000722,metro_north,basic,7,True
C000723,metro_north,premium,36,False
C000724,suburb_east,basic,25,True
C000725,urban_west,basic,24,False
C000726,rural_north,premium,36,False
C000727,metro_north,standard,51,True
C000728,suburb_east,basic,8,False
C000729,metro_south,premium,59,False
C000730,metro_north,standard,45,False
C000731,metro_north,premium,49,False
C000732,suburb_east,standard,22,True
C000733,urban_west,standard,22,False
C000734,urban_east,basic,15,True
C000735,metro_south,basic,27,False
C000736,rural_north,standard,18,False
C000737,urban_east,standard,11,False
C000738,suburb_east,basic,21,True
C000739,urban_east,basic,23,False
C000740,metro_south,basic,35,False
C000741,urban_east,premium,31,False
C000742,metro_south,standard,28,True
C000743,suburb_east,standard,41,False
C000744,urban_east,premium,49,True
C000745,metro_south,standard,28,True
C000746,rural_north,premium,57,False
C000747,urban_east,basic,12,False
C000748,urban_west,basic,25,False
C000749,rural_north,basic,6,False
C000750,urban_west,standard,14,False
C000751,metro_north,premium,44,False
C000752,rural_south,standard,4,False
C000753,urban_west,basic,18,False
C000754,metro_south,standard,12,False
C000755,metro_north,standard,32,False
C000756,suburb_east,basic,19,True
C000757,urban_west,standard,29,False
C000758,urban_east,premium,53,False
C000759,rural_north,standard,32,False
C000760,suburb_east,standard,27,False
C000761,metro_north,basic,34,False
C000762,metro_south,basic,21,True
C000763,metro_south,standard,37,False
C000764,suburb_east,standard,40,False
C000765,metro_north,basic,24,False
C000766,urban_west,basic,36,False
C000767,suburb_east,premium,49,False
C000768,rural_north,standard,29,False
C000769,metro_south,standard,23,False
C000770,suburb_east,basic,15,True
C000771,metro_north,basic,11,True
C000772,rural_north,basic,24,False
C000773,metro_north,standard,20,False
C000774,urban_east,basic,18,False
C000775,suburb_east,standard,35,True
C000776,metro_north,premium,49,False
C000777,metro_south,basic,9,True
C000778,suburb_east,standard,36,True
C000779,suburb_east,standard,29,False
C000780,urban_west,premium,13,False
C000781,urban_west,premium,36,False
C000782,urban_west,basic,30,False
C000783,metro_south,basic,31,False
C000784,metro_south,standard,35,False
C000785,metro_north,standard,37,True
C000786,rural_north,basic,10,False
C000787,urban_west,standard,27,False
C000788,urban_east,standard,42,False
C000789,urban_east,basic,21,False
C000790,rural_south,premium,48,False
C000791,metro_north,basic,16,True
C000792,urban_west,standard,41,True
C000793,urban_east,standard,41,True
C000794,urban_west,basic,23,False
C000795,metro_north,standard,30,False
C000796,rural_north,standard,26,False
C000797,rural_south,premium,56,False
C000798,urban_west,basic,8,False
C000799,urban_west,standard,21,False
C000800,rural_south,standard,15,False
C000801,suburb_east,standard,42,False
C000802,metro_north,premium,39,False
C000803,urban_west,basic,21,False
C000804,urban_west,basic,16,False
C000805,urban_east,standard,58,False
C000806,suburb_east,basic,21,True
C000807,rural_south,premium,25,False
C000808,rural_south,standard,41,True
C000809,urban_east,standard,26,True
C000810,metro_north,standard,27,False
C000811,rural_south,standard,23,False
C000812,suburb_east,standard,31,False
C000813,metro_north,basic,19,False
C000814,rural_south,basic,12,True
C000815,rural_north,basic,13,False
C000816,urban_east,standard,31,False
C000817,urban_west,standard,6,False
C000818,urban_east,basic,5,False
C000819,metro_north,standard,46,False
C000820,metro_south,basic,20,False
C000821,suburb_east,premium,41,False
C000822,metro_north,basic,2,True
C000823,metro_south,premium,47,False
C000824,urban_east,standard,39,False
C000825,urban_east,standard,56,False
C000826,rural_north,basic,35,True
C000827,metro_south,premium,37,True
C000828,metro_south,basic,13,True
C000829,suburb_east,standard,15,False
C000830,urban_east,premium,37,True
C000831,metro_south,premium,45,False
C000832,urban_east,standard,26,False
C000833,metro_north,premium,72,False
C000834,metro_north,standard,16,False
C000835,urban_east,basic,17,True
C000836,urban_east,basic,1,False
C000837,rural_north,basic,20,False
C000838,metro_south,basic,5,False
C000839,urban_west,standard,41,False
C000840,urban_west,standard,27,False
C000841,metro_north,basic,5,False
C000842,urban_west,premium,22,False
C000843,metro_north,basic,9,False
C000844,rural_south,premium,50,False
C000845,metro_north,premium,53,False
C000846,urban_east,premium,42,False
C000847,metro_north,standard,39,False
C000848,rural_south,basic,7,True
C000849,urban_east,standard,3,True
C000850,urban_west,basic,20,True
C000851,metro_north,basic,29,True
C000852,suburb_east,standard,42,True
C000853,metro_south,basic,6,True
C000854,rural_north,premium,41,True
C000855,metro_south,premium,56,False
C000856,metro_north,basic,12,True
C000857,metro_north,standard,31,False
C000858,urban_east,standard,22,False
C000859,urban_west,premium,34,False
C000860,metro_north,standard,21,False
C000861,suburb_east,basic,26,False
C000862,urban_east,basic,18,True
C000863,urban_east,basic,29,False
C000864,urban_east,premium,54,False
